,production_budget_usd,worldwide_Gross_usd
2703,35000000,65063726
2704,30000000,65390493
2705,27000000,55495466
2706,6500000,18110152
2707,3000000,7301115
2708,1300000,1738663
2709,225000000,1066215812
2710,20000000,7405084
2711,1000000,215559
2712,64000000,101636047
2713,54000000,130402010
2714,10000000,241719
2715,5000000,648183
2716,75000000,141267370
2717,75000000,72785169
2718,30000000,60772856
2719,5000000,27342246
2720,200000,7033
2721,8000000,100642353
2722,135000000,163818556
2723,45000000,49610898
2724,4000000,40103262
2725,20000000,38164784
2726,5700000,43044087
2727,2000000,759504
2729,100000000,171377916
2730,85000000,205190324
2731,40000000,121032272
2732,25000000,21970831
2733,33000000,62020814
2734,16500000,83792062
2735,9000000,2548378
2736,8000000,143782
2737,40000000,58501127
2738,17500000,20159316
2739,15000000,12669914
2740,900000,381420
2741,300000,399908
2742,70000000,461651246
2743,10000000,26716191
2744,65000000,163295654
2745,60000000,49238525
2746,30000000,41457834
2747,2800000,475000
2749,60000000,14816379
2750,55000000,9521458
2751,35000000,19282590
2752,18000000,2401413
2753,11000000,85278712
2754,6000000,15137932
2755,3200000,690872
2756,6000000,49155371
2757,85000000,191932158
2758,70000000,94973540
2759,20000000,17807569
2760,100000,10243159
2761,15000000,128885873
2762,80000000,158926474
2763,50000000,71052604
2764,50000000,82751189
2765,25000000,112798051
2766,2000000,12667
2767,60000000,87123569
2768,50000000,128402901
2769,17000000,70355813
2770,35000000,42064105
2771,30000000,53572822
2772,16800000,2281089
2773,11000000,6586324
2774,6000000,119452
2775,2000000,6225304
2776,40000000,20722450
2777,20000000,70743839
2778,20000000,41342180
2779,20000000,13725032
2780,15000000,22165608
2781,13000000,2613717
2782,4700000,239962
2783,350000,84689
2784,53000000,63657941
2785,40000000,104407366
2786,40000000,60862471
2787,15000000,21896367
2788,12000000,8706701
2789,20000000,132121212
2790,14000000,5782198
2791,10000000,163876815
2792,35000000,12506188
2793,20500000,30241435
2794,12000000,110989157
2795,10750000,32575443
2796,3750000,1178175
2797,700000,4911725
2798,450000,1297745
2799,102000000,594420283
2800,85000000,385000317
2801,14000000,20597806
2802,12000000,5549923
2803,4000000,4630045
2804,3700000,13447998
2805,80000000,181038616
2806,51000000,46815807
2807,35000000,15461638
2808,9000000,14443
2809,8300000,24906717
2810,300000,33312
2811,160000000,181674817
2812,33000000,27610873
2813,28000000,38159905
2814,7000000,463039
2815,5000000,4414753
2816,1125000,414736
2817,100000000,249488115
2818,82500000,143985708
2819,75000000,155708695
2820,55000000,307325633
2821,32000000,1308696
2822,18900000,26063572
2823,24000000,156229050
2824,19400000,15118795
2825,13000000,67867998
2826,45000000,76904429
2827,6000000,7818479
2828,110000000,579446407
2829,65000000,43545364
2830,76000000,69845011
2831,27500000,50578411
2832,63700000,133603463
2833,30000000,35891257
2834,16000000,87041569
2835,3300000,19875
2836,42000000,83833602
2838,1000000,5382
2839,500000,3000000
2840,27500000,219265952
2841,9000000,3922043
2842,989000,8158
2843,1000000,844377
2844,20000000,86858578
2845,17000000,57263440
2846,15000000,6551310
2848,39000000,69538833
2849,16000000,53774833
2851,7000000,1661464
2852,85000000,83080084
2853,60000000,253555383
2854,15000000,10951153
2855,1500000,22217183
2856,151000000,708272592
2857,150000000,287594577
2858,100000000,267985456
2859,27000000,9352089
2860,40000000,146300356
2861,120000000,229545589
2862,25000000,137984788
2863,32000000,77593167
2864,13000000,11141213
2865,10000000,21851362
2866,35000000,70187088
2867,130000000,442161562
2868,25000000,14334401
2869,16500000,39380876
2870,5250000,786677
2871,5000000,1375194
2872,6000000,26007
2874,40000000,79123
2875,20000000,81461343
2876,14000000,13205411
2877,8300000,25670174
2878,60000000,95538560
2879,35000000,96096018
2880,20000000,20081987
2881,15000000,37466538
2882,8400000,6831069
2883,1300000,635305
2884,61000000,145594548
2885,258000000,890875303
2886,55000000,6521829
2887,13000000,5175088
2888,10000000,7037886
2889,8000000,414617
2890,20000000,118537627
2891,15500000,1237615
2892,750000,5520368
2893,16000000,81742618
2894,10500000,14140402
2895,10800000,2862544
2896,7400000,9443864
2897,47000000,37923818
2898,21000000,43632609
2899,20000000,8135024
2900,2400000,1420418
2901,40000000,62226214
2902,1500000,194568
2903,21500000,92987651
2904,15000000,22441
2905,500000,53201
2906,7000000,231450102
2907,150000,23344056
2908,160000000,807330936
2909,10000000,5950002
2910,8000000,127188
2911,300000000,963420425
2912,4000000,8302995
2913,53000000,50187789
2914,25000000,7164995
2915,22000000,27238354
2916,120000000,288215319
2917,30000000,7755686
2918,20000000,30703845
2919,8000000,456814
2920,300000,70807
2921,200000,1217
2922,175000000,174131329
2923,22500000,131263370
2924,15000000,19153568
2925,9000000,36535837
2926,4000000,3858964
2927,110000000,382288147
2928,150000000,626549695
2929,1900000,139317
2931,48000000,71171825
2932,40000000,7729552
2933,11000000,3231251
2934,10000000,900926
2935,2000000,1134358
2936,1500000,240396
2937,205000000,367262558
2938,30000000,129779728
2939,2600000,71248
2940,800000,200433
2941,85000000,185708462
2942,75000000,203035572
2943,40000000,32030610
2944,2380000,8739576
2945,72500000,527071022
2946,28000000,91943956
2947,21600000,791154
2948,7000000,5694308
2949,2000000,1433319
2950,100000000,145395745
2951,85000000,311744465
2952,15500000,88611837
2953,7500000,33606409
2954,6000000,18209872
2955,80000000,40147042
2956,67000000,25357771
2957,20000000,46790428
2958,17500000,169955142
2959,25000000,234981342
2960,25000000,40686409
2961,13000000,3260555
2962,10100000,1066555
2963,2500000,72260
2964,20000000,16907831
2965,15000000,77514401
2966,4500000,51957
2967,50000000,80583311
2968,2200000,388390
2969,2000000,81197047
2970,60000000,454161935
2971,12000000,92618117
2972,9000000,3438735
2973,8500000,20288774
2974,35000000,63211088
2975,25000000,164051250
2976,3000000,163069
2977,50000000,56077088
2978,45000000,29367143
2979,32000000,79915361
2980,23000000,24489150
2981,10000000,1165102
2982,3500000,221096
2983,45000000,146162920
2984,30000000,15313631
2985,25000000,59183821
2986,20000000,56822960
2987,16500000,13636339
2988,72500000,86509602
2989,22000000,146590987
2990,15000000,65261291
2991,12000000,1513388
2992,180000000,256585882
2993,70000000,137022245
2994,6400000,8902141
2995,30000000,80276156
2996,27500000,26939925
2997,19000000,34352162
2998,16000000,8120148
2999,10000000,1051907
3000,4600000,731767
3001,1000000,473769
3002,600000,23616
3004,10000000,135759694
3005,3300000,12405473
3006,20000000,20819601
3007,15000000,64232714
3008,8000000,458232
3009,1500000,139084
3010,150000000,942943935
3012,17000000,364607
3013,150000000,194995215
3014,45000000,31077418
3015,5000000,861325
3016,85000000,340384141
3017,25000000,66015869
3018,20000000,12397613
3019,17500000,99135571
3020,13000000,49733545
3021,13000000,57189408
3022,9000000,10642023
3023,14000000,22754472
3024,8600000,32968648
3026,80000000,113325743
3027,14000000,75525718
3028,55000000,74870866
3029,28000000,55307857
3030,15000000,55934178
3031,12500000,11277119
3032,150000000,585532684
3033,55000000,362605033
3034,30000000,2717302
3035,20000000,74180745
3036,250000,284174
3037,75000000,119512771
3038,35000000,20606053
3039,30000000,155769678
3040,10000000,1537479
3041,45000000,174810815
3042,40000000,128884494
3043,40000000,103429755
3045,15000000,30261293
3046,7300000,25397460
3047,25000000,77208711
3048,4000000,79250193
3049,28000000,22860477
3051,17500000,60865364
3052,16500000,21404122
3057,20000000,6947084
3058,12000000,57577765
3059,10000000,21596074
3060,6500000,70712099
3061,1600000,14253760
3062,150000000,624234272
3063,175000000,405760225
3064,21000000,17589867
3065,15000000,1590246
3066,1000000,6030129
3067,2500000,13881317
3069,30000000,160247805
3070,25000000,171302226
3071,22000000,25044057
3072,4900000,15198
3073,2000000,2350641
3074,1000000,304472
3075,15000000,26170402
3076,47500000,112214531
3077,35000000,52649951
3078,30000000,84646831
3079,17000000,8607815
3080,900000,11993156
3081,186000000,584604126
3082,40000000,106548738
3083,7000000,2667084
3084,2000000,11263263
3085,92500000,162839667
3086,82500000,223636949
3087,17500000,148586910
3088,7000000,55617866
3089,6000000,17252287
3090,2750000,5394447
3091,40000000,150886329
3092,20000000,30894247
3093,12000000,5295909
3094,7500000,4151836
3095,6250000,20199663
3096,50000,406299
3097,55000000,43980363
3098,40000000,78269970
3099,6000000,3330012
3100,28000000,12031443
3101,25000000,20052958
3102,20000000,154218168
3103,20000000,7022183
3104,20000000,4504111
3105,12000000,17475475
3106,10000000,33886017
3107,85000000,299477886
3108,33000000,21621188
3109,21000000,39319801
3110,15000000,8200127
3111,1700000,23271741
3112,40000000,49686263
3113,20000000,41975388
3114,8000000,47782426
3115,3000000,115879
3116,850000,442638
3117,35000000,159846429
3118,35000000,73026302
3119,25000000,11229035
3120,10000000,33512260
3121,250000,67665
3122,20000000,44513466
3123,58000000,41348628
3124,37000000,101857425
3125,25000000,22910563
3126,10000000,22198996
3127,1000000,16173879
3128,113500000,132999811
3129,18500000,33954018
3130,3000000,895932
3131,55000000,129075270
3132,30000000,105173042
3133,30000000,32955399
3134,12000000,7203439
3135,8000000,3270974
3136,500000,32033
3137,30000000,64170447
3138,25000000,12850033
3139,23000000,4673377
3140,12000000,43353117
3141,5000000,332120
3142,45000000,46598133
3143,6000000,36497
3144,35000000,10157534
3145,29000000,28452945
3146,12000000,8942516
3147,225000000,417341288
3148,185000000,786558145
3149,20000000,8221700
3150,10000000,1299855
3151,4600000,968805
3152,57500000,415247258
3153,9000000,83051676
3154,5000000,67505
3155,130000000,631910531
3156,90000000,202910991
3157,18000000,27147349
3158,8000000,2476491
3159,27000000,44270131
3160,26000000,102404019
3161,5000000,4815890
3162,137500000,263417913
3163,60000000,162778384
3164,200000,140016
3165,80000000,226739416
3166,62000000,40123346
3167,10000000,17657973
3168,2500000,3838486
3169,180000000,532590994
3170,75000000,342416460
3171,105000000,269065678
3172,20000000,66143005
3173,20000000,47300771
3174,12000000,2975188
3175,1500000,414404
3177,150000000,599516844
3178,40000000,12345883
3179,28000000,94500826
3180,12500000,44083403
3181,8500000,198883
3182,185000000,1002572859
3183,52000000,615748877
3184,37000000,67029956
3185,15000000,6379575
3186,30000,243768
3187,65000000,128468793
3188,35000000,68170792
3189,16000000,247474497
3190,1900000,5617067
3191,10000000,8243567
3192,72500000,109362966
3193,27500000,43607627
3194,15000000,34533783
3196,18000000,27794339
3197,90000000,191091250
3198,10000,401
3199,35000000,77220596
3200,25000000,43530281
3201,16000000,104504817
3202,8500000,68695443
3203,15000000,8767338
3204,65000000,72516819
3205,25000000,71390601
3206,23000000,11778396
3207,9000000,4934104
3208,38000000,5473041
3210,22000000,27882226
3211,45000000,70216497
3212,20000000,36720752
3213,6000000,6176114
3214,4900000,7174984
3215,120000000,93394462
3216,35000000,218535708
3217,450000,22623
3218,27000000,45160110
3219,22000000,31013349
3220,20000000,44821299
3221,20000000,27911453
3222,20000000,34787111
3223,20000000,29843245
3224,6537890,14319195
3225,80000000,178066569
3226,45000000,9676497
3227,14000000,266967
3228,3400000,4124277
3229,500000,33473297
3230,67500000,118556530
3231,38000000,17830244
3232,37500000,9813309
3233,12000000,41924774
3234,200000,212989
3235,200000,52443
3236,32500000,112964875
3237,300000,1416046
3239,35000000,85761789
3240,27000000,2412123
3241,25100000,28575778
3242,19000000,10412485
3243,11000000,39984023
3245,55000000,113805580
3246,30000000,43440721
3247,20000000,4453327
3248,20000000,4383538
3249,11000000,274392880
3250,10800000,118209778
3251,4500000,12247682
3252,2000000,2046090
3253,400000,655538
3254,24000000,36856306
3255,5000000,15318257
3256,2500000,507446
3257,2000000,4294373
3258,1500000,173066
3259,240000,7484
3260,60000000,13233220
3261,15000000,13248444
3263,20000000,65454793
3264,18000000,57193655
3265,4000000,19174817
3266,82500000,160388063
3267,60000000,50648806
3268,45000000,243180937
3269,3400000,12636
3270,230000000,591692078
3271,2500000,174255
3272,150000000,328015209
3273,37000000,402280159
3274,1000000,26822
3275,130000000,215080810
3276,80000000,168311558
3277,20000000,57293371
3278,60000000,78481410
3279,37000000,168167798
3280,16000000,50103808
3281,14000000,384519665
3282,80000000,233066978
3283,58000000,30118557
3284,40000000,915840
3285,25000000,274543085
3286,20000000,53191101
3288,2600000,564474
3289,6000000,46634275
3290,60000000,90482317
3291,54000000,166617328
3292,50000000,225990976
3293,160000000,329809326
3294,90000000,203902107
3295,80000000,221468935
3296,60000000,247812011
3297,60000000,39006188
3298,2000000,13912289
3299,45000000,79564960
3301,20000000,38585047
3302,18000000,627422
3303,16000000,31631
3304,15000000,3436763
3305,13700000,11738256
3307,5000000,1504960
3308,2700000,5377665
3311,1200000,81338
3314,150000000,374825760
3315,102500000,212282709
3316,90000000,859701857
3318,50000000,52987754
3319,35000000,122213085
3320,26000000,185904750
3321,19000000,45005151
3322,14000000,102836002
3323,60000000,66655938
3324,50000000,1250617
3325,35000000,89102315
3326,750000,814801
3327,25000000,226941585
3328,8000000,29937909
3329,3250000,34114067
3330,23600000,102236596
3331,18500000,32679264
3332,15000000,18856151
3333,7000000,30360570
3334,50000000,53850527
3335,17000000,92670237
3336,12000000,16349034
3337,6200000,37339594
3339,20000000,18608570
3340,17500000,90508336
3341,50000000,12335036
3342,500000,77121
3343,85000000,363064265
3344,9800000,17553055
3345,50000000,105103783
3346,15000000,46526243
3347,6000000,4713059
3348,5000000,17329337
3349,60000000,81079566
3350,50000000,186450317
3351,40000000,91729503
3352,2000000,30955
3353,175000000,381687380
3354,20000000,17306648
3355,50000000,42002029
3356,15000000,40127259
3357,7500000,10849158
3358,30000000,166842739
3359,26000000,45043870
3360,20000000,23661038
3361,20000000,9208876
3362,4300000,9791282
3363,60000000,88832210
3364,40000000,139474906
3365,20000000,35472739
3366,2500000,108907
3367,47000000,116773317
3368,500000,44793168
3369,60000000,38389024
3370,20000000,73964713
3371,18000000,315000
3372,100000000,69548641
3373,35000000,465764086
3374,21000000,10108016
3375,17000000,20465206
3376,12000000,1620056
3377,150000000,490875846
3378,20000000,5531756
3379,200000000,365491792
3380,150000000,402231063
3381,25000000,32092761
3382,14000000,20537741
3383,1300000,1005840
3385,175000000,731542621
3386,30000000,91388487
3387,13000000,109421911
3388,1500000,31916
3389,60000000,126037057
3390,40000000,181053657
3391,38000000,44411527
3392,6000000,1418304
3393,138000000,184068357
3395,190000000,315709697
3396,25000000,26341896
3397,24000000,67348218
3398,10000000,68722848
3399,10000000,49486874
3400,60000000,57604723
3401,40000000,314709717
3402,15000000,35106706
3403,800000,2194020
3404,17000000,13446115
3405,210000000,836519699
3406,27500000,96673002
3407,23000000,2715657
3408,15000000,49894223
3409,3500000,1396395
3411,12000000,5400624
3414,5000000,4568257
3415,175000000,302469017
3416,40000000,126646119
3417,14000000,22815460
3418,12000000,20122558
3419,2100000,23266821
3420,250000000,935083686
3422,150000000,292817841
3423,38000000,205298907
3424,20000000,78769428
3425,3200000,2828590
3426,72500000,71880305
3427,45000000,59551283
3428,9000000,1635241
3429,3000000,10473836
3430,140000000,385680446
3431,6000000,1365108
3432,4000000,384244
3433,3000000,10172519
3434,39000000,102332135
3435,34000000,205312666
3436,30000000,212453431
3437,20000000,12967829
3438,10000000,15297318
3439,5000000,8297
3440,70000000,316915264
3441,20000000,29870801
3442,19700000,16498827
3443,15000000,6561243
3444,10000000,295750
3445,10000000,997921
3446,29000000,10066366
3447,40000000,187384627
3448,15000000,38512850
3449,10000000,19716
3450,30000000,115150424
3451,29000000,1733532
3452,16000000,78208812
3453,5000000,10732909
3454,30000000,48559999
3455,60000000,172450423
3456,11400000,29830239
3457,10000000,721108
3458,7500000,29652736
3459,6400000,4199874
3460,1500000,52429
3461,230000,2703762
3462,8500000,17220091
3463,100000000,236827677
3464,22000000,41771168
3465,20000000,1167092
3466,18000000,36133014
3467,16000000,31943401
3468,1000000,1355079
3469,10000000,90909
3470,20000000,19121531
3471,80000000,119668350
3472,40000000,17033431
3473,23000000,50813834
3474,18000000,80227619
3475,7000000,1429453
3476,450000,194183034
3477,30000000,169173206
3478,30000000,58228460
3479,18000000,27148898
3481,42000000,130788243
3482,18000000,16382538
3484,100000000,99123656
3485,53000000,131159781
3486,20000000,29227561
3487,10000000,9069
3488,65000000,41636243
3489,40000000,19756077
3490,40000000,39753957
3491,15000000,7583050
3492,11000000,69752402
3493,10000000,723388
3494,14000000,1553556
3495,60000000,252091016
3496,9500000,118482
3497,8000000,10629320
3498,1000000,102812
3499,825000,610776
3500,35000000,12254746
3501,19000000,51733921
3502,12500000,26735797
3503,160000,156612
3504,95000000,94894448
3505,60000000,124514011
3506,7000000,28142379
3507,1070000,5348767
3508,200000000,788408539
3509,50000000,37472651
3510,40000000,47085064
3511,6500000,1744952
3512,60000000,108996113
3513,50000000,687557727
3514,40000000,119627047
3515,35000000,305705794
3516,25000000,12413949
3517,2000000,17896
3518,105000000,270997378
3519,50000000,62209892
3520,35000000,95104304
3521,25000000,29206732
3522,25000000,1190003
3524,110000000,152364370
3525,55000000,16123323
3526,5000000,10676073
3527,1000000,4731944
3528,8500000,47417251
3529,425000000,2783918982
3530,80000000,53508858
3531,58000000,80480566
3532,35000000,31878891
3533,70000000,443483213
3534,90000000,498438212
3535,85000000,224614744
3536,30000000,64352607
3537,2000000,3620902
3538,18000000,25727044
3539,36500000,15000000
3540,23000000,44195779
3547,2400000,1333891
3551,820000,16909
3552,640000,14812
3554,125000000,493214888
3555,150000000,319713881
3556,20000000,67950723
3557,350000,310891
3558,40000000,224922135
3559,27000000,28773827
3560,20000000,28270399
3561,3000000,1022453
3563,2900000,172867
3564,80000000,158750817
3565,28000000,46752858
3566,18000000,15696146
3567,3000000,5922292
3568,48000000,112610386
3569,31000000,15826984
3570,26000000,67647574
3571,9000000,208163
3572,500000,3824868
3573,700000,1160
3574,60000000,82812456
3575,2000000,102645
3577,40000000,38899792
3578,20000000,60831067
3579,9000000,85527
3580,6000000,117796
3581,6000000,13722
3582,15000,115592
3583,80000000,299461782
3584,45000000,65532491
3585,30000000,52339566
3586,10000000,109383
3587,10000000,106466
3588,3750000,44462
3589,37000000,55909910
3590,19000000,56445534
3591,15500000,318623
3592,13000000,19910624
3593,1000000,2721096
3594,32000000,43603990
3595,12500000,46370970
3596,12000000,310946
3597,1000000,11574
3598,42000000,8514325
3599,20000000,873617
3600,13000000,331266710
3601,13000000,23014027
3602,45000000,135808837
3603,32000000,18195238
3604,15000000,76954311
3605,9500000,5278632
3606,6000000,8173486
3608,165000000,494870991
3609,36000000,65967750
3610,13000000,11831131
3611,7000000,46488
3612,3000000,133411
3613,20000000,92678948
3614,75000000,95572749
3615,50000000,89895930
3616,40000000,91455875
3617,30000000,26857459
3618,12000000,557545
3619,20000000,22139590
3620,28000000,97531134
3621,21000000,48977233
3622,12500000,3931367
3623,10000000,3541565
3624,8300000,1353296
3625,3500000,40527719
3626,80000000,86787530
3627,35000000,75281179
3628,25000000,29863840
3629,10000000,42226657
3630,35000000,117729621
3631,35000000,39340177
3632,10100000,18726300
3633,9900000,458054
3634,7300000,12023606
3635,3800000,340930
3636,3000000,4570178
3637,52000000,53139168
3638,25000000,142033509
3640,9000000,148826
3641,200000000,1025491110
3642,17000000,39233233
3643,8000000,3582797
3645,130000000,321887208
3646,65000000,211739043
3647,21000000,38017873
3648,18000000,60217171
3649,3750000,2436111
3650,210000000,322241588
3651,30000000,82148538
3652,12000000,21867665
3653,9000000,883887
3654,500000,12232
3655,165000000,756244673
3656,12500000,4360548
3657,10000000,8629895
3658,9200000,17155193
3659,6600000,828
3660,95000000,294680778
3661,200000000,314594597
3662,70000000,38992292
3663,42000000,11756922
3664,5000000,16515203
3665,4200000,101740
3666,100000000,170936470
3667,30000000,165889117
3668,14000000,4127619
3669,10000000,17704131
3670,200000000,1069818229
3671,47000000,11022696
3672,13000000,3617277
3673,10000000,15132211
3674,7000000,10062896
3675,2500000,100280
3676,117000000,258751370
3677,75000000,272223430
3678,14000000,1903952
3679,323000,1373407
3680,68000000,706102828
3681,25000000,146149
3682,170000000,623561331
3683,7000000,6537179
3684,160000000,217986320
3685,160000000,832584416
3686,5700000,731613
3687,5600000,531806
3688,130000000,290650494
3689,15000000,27469621
3690,4500000,281447
3691,4500000,32961
3692,85000000,114979922
3693,69000000,86796502
3694,44000000,48478084
3695,7000000,10828305
3696,7000000,492108
3697,20000000,51445503
3698,19000000,32618920
3699,18000000,19685588
3700,38000000,105887837
3701,35000000,60376247
3702,25000000,16727470
3703,22000000,4065020
3704,10000000,1642939
3705,8000000,6632950
3706,2000000,7799257
3707,1900000,7785229
3708,1750000,1278471
3709,85000000,48056764
3710,82000000,268268174
3711,60000000,206598789
3712,4200000,8078683
3713,20000000,81424988
3714,35000000,97799865
3715,24000000,83660160
3716,19000000,49858465
3717,18000000,25941437
3718,17000000,24719879
3719,4900000,23347469
3720,32000000,70587268
3721,15000000,7885048
3722,2000000,10024
3723,1800000,70165900
3724,16000000,47707417
3725,55000000,152269033
3726,4500000,2481925
3727,3000000,3237452
3728,2500000,118666
3729,1900000,740932
3730,69000000,543495033
3731,40000000,127234389
3732,5600000,18527766
3733,4000000,36275469
3734,15000000,11173718
3735,37000000,152566881
3736,20000000,48958353
3737,10000000,63354114
3738,8000000,76200721
3739,6800000,16038343
3740,15000000,34247816
3741,100000000,139716717
3742,70000000,137431619
3743,20000000,32838945
3744,16000000,1467278
3745,2000000,636706
3746,1987650,21270290
3747,12000000,1595168
3748,57500000,295874190
3749,6750000,6812530
3750,5000000,282687
3751,40000000,59795070
3752,155000000,418186950
3753,100000000,278731369
3754,20000000,277943
3755,11000000,129262388
3756,60000000,196439693
3757,50000000,105246941
3758,20000000,171685793
3759,18000000,157002
3760,12500000,11826980
3761,1600000,2595644
3762,400000,433588
3763,30000,9812
3764,3000000,177512032
3765,17000000,133735284
3766,10000000,355919
3767,8000000,5314194
3768,500000,5639730
3769,16000000,64733391
3770,110000000,177241171
3771,40000000,351774938
3772,2000000,16131551
3773,2000000,10679
3774,125000000,960283305
3775,30000000,67255916
3776,8000000,15644196
3777,260000000,586581936
3778,90000000,20466016
3779,55000000,90552675
3780,30000000,102716321
3781,24000000,35792945
3782,15000000,430821168
3783,150000000,142634358
3784,95000000,223050874
3785,52000000,217569328
3786,8470000,42355526
3787,100000000,97523020
3788,20000000,48680977
3789,16000000,56506120
3790,14000000,21410546
3791,40000,25572
3792,95000000,169511609
3793,10000000,78693371
3794,50000,424149
3795,200000000,400062763
3796,120000000,49628177
3797,80000000,204774690
3798,12500000,2272186
3799,5000000,6205034
3800,100000000,310650574
3801,35000000,252276928
3802,15000000,20601987
3803,7000000,17023121
3804,112000000,232017848
3805,17000000,8609949
3806,8000000,20005613
3807,1000000,16566240
3808,30000000,53048539
3809,25000000,71594792
3810,25000000,9445081
3811,10000000,15037867
3812,9100000,18872126
3823,63000000,188657593
3824,32000000,140428499
3825,13400000,164247
3826,5500000,15867314
3827,4000000,120016
3829,2500000,593933
3830,1500000,99870886
3831,500000,680914
3832,30000000,61449135
3833,20000000,39686769
3834,1000000,51587
3835,110000000,229155503
3836,70000000,70546865
3837,30000000,8845575
3838,3800000,41914
3839,25000000,149228078
3840,42500000,76347393
3841,37000000,97143987
3842,35000000,24687524
3843,25000000,32209741
3844,5000000,26517819
3845,4500000,9330465
3846,6500000,20412841
3847,50000000,146195159
3848,40000000,136123083
3849,32000000,82332450
3850,68000000,87173475
3851,50000000,41042583
3852,5000000,46263525
3853,200000,2430735
3855,160000000,355408305
3856,3200000,14314407
3857,1900000,4581937
3860,40000000,87145086
3861,40000000,101162106
3862,27000000,155564919
3863,5800000,9662214
3864,75000000,89758389
3865,18000000,73695194
3866,6000000,408159
3867,30000000,104283753
3868,16000000,52545707
3869,135000000,245504574
3870,50200000,126931325
3871,19000000,7576604
3872,17000000,38028230
3873,6000000,13168809
3874,25000000,8208594
3875,85000000,150422946
3876,20000000,36265745
3877,15000000,1148578
3878,90000000,487519809
3879,40000000,95989590
3880,25000000,15907411
3881,38000000,116809717
3882,25000000,53345287
3883,5200000,11633427
3884,4000000,679482
3885,1800000,783733
3886,125000000,629969804
3887,30000000,23353111
3888,20000000,6093725
3889,8000000,10763183
3890,93000000,482860185
3891,52000000,75835124
3892,60000000,84154026
3893,32500000,289527030
3894,7000000,382946
3895,5000000,2821010
3896,2450000,182358
3897,250000000,1045663875
3898,30000000,162838373
3899,1300000,13465
3900,150000000,664837547
3901,80000000,586464305
3902,35000000,61721826
3903,7250000,35122948
3904,150000000,449326618
3905,36000000,4020990
3906,35000000,65084116
3907,21000000,5046038
3908,7000000,38158601
3909,3000000,834953
3910,200000000,219535492
3911,55000000,189624452
3912,4000000,1989035
3913,10000000,1230542
3914,200000000,560155383
3915,19000000,215448997
3916,10000000,1884251
3917,4600000,9261711
3919,195000000,1123790543
3920,40000000,91126600
3921,110000000,263880341
3922,30000000,8593154
3923,23000000,77735925
3924,4500000,1217307
3925,125000000,1341511219
3926,30000000,50145607
3927,6000000,11348205
3928,5500000,28468
3929,140000000,370569776
3930,35000000,146595891
3931,14500000,25480031
3932,175000,2102779
3933,163000000,175910315
3934,110000000,563749323
3935,50000000,147142328
3936,19100000,2406666
3937,13000000,6459183
3938,6000000,21197454
3939,1000000,1239174
3940,560000,3709
3941,50000000,26121638
3942,40000000,47787943
3943,30000000,65343694
3944,18000000,47158652
3945,2000000,1869928
3946,80000000,170805525
3947,35000000,212417601
3948,25000000,5297411
3949,500000,1131261
3950,90000000,63356133
3951,30000000,40520649
3952,27000000,80681183
3953,15000000,59168692
3954,12000000,87793
3955,4500000,2404639
3956,2900000,25935
3957,1500000,184705
3958,1800000,842693
3959,40000000,72295262
3960,25000000,39126427
3961,11000000,229653
3962,5000000,25861249
3963,2300000,29384
3964,900000,958978
3965,20000000,46604054
3966,60000000,137551594
3967,25000000,24215385
3968,10000000,2529395
3969,3000000,331000
3970,3000000,5073
3971,2000000,2151887
3972,750000,7712436
3973,35000000,84606030
3974,26000000,146850273
3975,25000000,38749404
3976,21000000,81452811
3977,12000000,22750356
3979,25000000,11253821
3980,24000000,24474463
3981,15000000,78054825
3982,8000000,2772511
3983,7200000,295492
3984,70000000,65409046
3985,50000000,111300835
3986,37000000,96068724
3987,35000000,86648359
3988,30000000,3721988
3989,4000000,1983596
3990,190000,1577585
3991,50000000,41642166
3992,20000000,30163785
3993,14000000,623292
3994,8000000,41334735
3995,5000000,5476793
3996,4750000,4972016
3997,2000000,35185884
3999,50000000,257972745
4000,3500000,5706638
4001,25000000,213120004
4002,41000000,7684524
4003,38000000,27501814
4004,35000000,786532
4005,24000000,62989834
4006,8000000,3505823
4007,90000000,139877913
4008,45000000,164539660
4009,7000000,1891936
4010,5500000,13480196
4011,5000000,202053386
4012,4200000,313230
4013,3400000,20433227
4014,1000000,5438911
4015,130000000,554987477
4016,45000000,21544732
4017,35000000,165103952
4018,27500000,15815509
4019,250000,3731489
4020,80000000,214974953
4021,36000000,193737977
4022,25000000,36054706
4023,13000000,99034125
4024,10000000,7862131
4025,1500000,372239
4026,1200000,7826
4027,40000,3632
4028,150000000,39549758
4029,70000000,213463976
4030,42000000,91678442
4031,12000000,1188194
4032,300000,39475
4033,79000000,150519217
4034,75000000,211562435
4035,9400000,21817298
4036,20000000,175507800
4037,135000000,157956466
4038,127500000,689420051
4039,4000000,978527
4040,180000000,180047784
4041,85000000,149717124
4042,45000000,160971922
4043,20000000,14807531
4044,10000000,34240572
4045,16000000,128256712
4047,40000000,155011165
4048,28000000,40966716
4049,9000000,17462398
4050,145000000,694713230
4051,125000000,535663443
4052,80000000,349088523
4053,25000000,38112154
4054,90000000,239373970
4055,130000000,373993951
4056,7500000,8539003
4057,50000000,118729073
4058,13000000,509193
4059,70000000,156815529
4060,40000000,55247881
4061,34800000,62831715
4062,800000,24426169
4063,12000000,1828400
4064,9100000,20927794
4065,6500000,3149
4069,2600000,7033931
4072,70000,8555
4073,170000000,401021746
4074,12000000,10026255
